+-------------------------------------------------------------------------+--------+----------+--------+----------------+--------+------------------+
|                                  文件名                                 | 原类名 | 预测类名 | 类别1  |     概率1      | 类别2  |      概率2       |
|                     【上市】【车】福特：新探险者.txt                    | 02经济 |  02经济  | 06法治 | 0.510638192457 | 01政治 | 0.0865856154247  |
|                    【世界杯】巴西：大难不死有后福.txt                   | 08体育 |  08体育  | 01政治 | 0.420398489854 | 03国际 |  0.104552288999  |
|              【伊朗】伊核谈判“加时”，冲刺全面协议“终点”.txt             | 03国际 |  03国际  | 03国际 | 0.47363785833  | 03国际 |  0.100306896777  |
|                  【体育】让足球给孩子们带来快乐人生.txt                 | 08体育 |  08体育  | 01政治 | 0.589801755618 | 03国际 | 0.0679002038213  |
|                【核武器】我报告：日贮存大量敏感核材料.txt               | 09军事 |  03国际  | 03国际 | 0.248651401549 | 03国际 |  0.136485702366  |
|                    【以色列】以内阁将闭门磋商停火.txt                   | 03国际 |  03国际  | 03国际 | 0.483926864267 | 03国际 |  0.126813722836  |
|                         “两交一直”特高压开工.txt                        | 05社会 |  05社会  | 06法治 | 0.162185047335 | 04文化 |  0.159001468747  |
|                  【机器人】胶囊机器人生产线落户金桥.txt                 | 07科技 |  02经济  | 06法治 | 0.167415659905 | 06法治 |  0.146930277314  |
|                  【执法】城管扩权，定得太细是否合适.txt                 | 06法治 |  06法治  | 01政治 | 0.379849227633 | 03国际 |  0.159797494411  |
|              [政治]【外交】【访沪】科特迪瓦国防部长访沪.txt             | 01政治 |  01政治  | 03国际 | 0.398258405277 | 01政治 |  0.119343396062  |
|                     【上港】吉安披上上港35号球衣.txt                    | 08体育 |  08体育  | 01政治 | 0.566980026849 | 04文化 | 0.0784343131564  |
|                          “最美家庭”传授爱经.txt                         | 05社会 |  04文化  | 04文化 | 0.187355599281 | 01政治 |  0.162163230798  |
|              【习近平】《习近平谈治国理政》引美各界关注.txt             | 01政治 |  01政治  | 03国际 |  0.2590983303  | 04文化 |  0.246233633424  |
|                 【恒大】中超联赛，还能变得更好一些吗.txt                | 08体育 |  08体育  | 01政治 | 0.52302461102  | 04文化 | 0.0719429383353  |
|                【文化】《开国那几年：1949—1953》首发.txt                | 04文化 |  04文化  | 04文化 | 0.178029092296 | 01政治 |  0.134435628637  |
|                       “单场竞猜”成今年竞彩主角.txt                      | 08体育 |  08体育  | 01政治 | 0.776161640293 | 03国际 | 0.0393489318824  |
|           【文化】“笛卡尔式”管理架构下的课程与教学成长之路.txt          | 04文化 |  08体育  | 01政治 | 0.155982370837 | 04文化 |  0.144357802342  |
|               【医疗科技】新技术延长 脑卒中治疗时间窗.txt               | 07科技 |  05社会  | 06法治 | 0.230312877255 | 03国际 |  0.142598383174  |
|                  【二手房】公积金贷款最高额度120万.txt                  | 02经济 |  06法治  | 01政治 | 0.195983680623 | 06法治 |   0.1595193552   |
|                    【公开赛】网球：比赛为公益助力.txt                   | 08体育 |  08体育  | 01政治 | 0.58092943906  | 04文化 | 0.0897060861393  |
|                      “二十五小时书记”持“家”有道.txt                     | 05社会 |  05社会  | 06法治 | 0.161164990959 | 04文化 |  0.140285576838  |
|                    【大师赛】盲人魔术师来沪秀牌技.txt                   | 08体育 |  04文化  | 04文化 | 0.238726489663 | 01政治 |  0.168574908815  |
|                【医疗】【预防】【病】为了“格桑花”盛开.txt               | 05社会 |  05社会  | 06法治 | 0.190546405524 | 04文化 |  0.137113920328  |
|                     传统商户“触网”，渴望“技术控”.txt                    | 07科技 |  02经济  | 06法治 | 0.181445272779 | 06法治 |  0.137064707881  |
|               【产业】德国促进战略性新兴产业发展的借鉴.txt              | 02经济 |  01政治  | 03国际 | 0.19996559331  | 06法治 |  0.19617075321   |
|               【足球】很荣幸，我能成为伟大梦想的一部分.txt              | 08体育 |  08体育  | 01政治 | 0.403413568953 | 04文化 | 0.0962991609551  |
|                 【涉嫌】在这里，市民感受到了司法公正.txt                | 06法治 |  06法治  | 01政治 | 0.264521434808 | 06法治 |  0.129582573857  |
|      【人大】河南省原人大常委会副主任 秦玉海被罢免全国人大代表.txt      | 01政治 |  01政治  | 03国际 | 0.293080383713 | 01政治 |  0.210934518634  |
|                [政治]【外交】【访沪】特多总理今起访沪.txt               | 01政治 |  01政治  | 03国际 | 0.729221975511 | 03国际 | 0.0814476273176  |
|            【法院】购房合伙人猝然离世 出资方讨要一半产权.txt            | 06法治 |  06法治  | 01政治 | 0.240091951511 | 06法治 |  0.129639249336  |
|         [政治]【外交】【习近平】习近平抵布里斯班出席G20峰会.txt         | 01政治 |  01政治  | 03国际 | 0.753362445699 | 03国际 | 0.0595631625725  |
|                【天文望远镜】登山傍海入园，追月赏景去.txt               | 07科技 |  04文化  | 04文化 | 0.15011704664  | 01政治 |  0.133166594888  |
|                        一键管理你的职场人脉圈.txt                       | 07科技 |  02经济  | 06法治 | 0.144543385652 | 01政治 |  0.137228042273  |
|               【故意杀人】新疆涉暴恐7案13人被执行死刑.txt               | 06法治 |  06法治  | 01政治 | 0.26846420944  | 03国际 |  0.18787511619   |
|                   “袋鼠”跳出澳洲，“大熊猫”难出国门.txt                  | 08体育 |  08体育  | 01政治 | 0.440786833823 | 03国际 | 0.0905359620238  |
|        【人大】人大常委会议举行全会 张德江作职教执法检查报告.txt        | 01政治 |  01政治  | 03国际 | 0.687322657167 | 03国际 | 0.0619695140186  |
|                   【展出】上博展出96件馆藏精品古砚.txt                  | 04文化 |  04文化  | 04文化 | 0.274760842576 | 01政治 |  0.12836201369   |
|               【产业】黄浦区用“时尚”进行产业“基因重组”.txt              | 02经济 |  02经济  | 06法治 | 0.257935779176 | 04文化 |  0.148899692371  |
|                        【体育】上海短跑怎么了.txt                       | 08体育 |  08体育  | 01政治 | 0.357360704427 | 04文化 |  0.132413486984  |
|              【印度】【莫迪】莫迪访美带动印美关系“复健”.txt             | 03国际 |  03国际  | 03国际 | 0.245627274104 | 03国际 |  0.17449547156   |
|              【上市】【车】自主品牌：让“小S”飞，更快飞.txt              | 02经济 |  02经济  | 06法治 | 0.450443231601 | 06法治 |  0.103559681014  |
|                  【博物馆】上海人开始穿西装或因实惠.txt                 | 04文化 |  04文化  | 04文化 | 0.186316059076 | 01政治 |  0.147568975085  |
|                          “风火轮”代步靠谱吗.txt                         | 07科技 |  02经济  | 06法治 | 0.144960721834 | 06法治 |  0.143343635551  |
|               【医疗】【预防】【病】价值观就是一种信念.txt              | 05社会 |  05社会  | 06法治 | 0.150735870378 | 03国际 |  0.142074656508  |
|          【文化】【抗战】世界反法西斯战争 70年警示录昨首发.txt          | 09军事 |  04文化  | 04文化 | 0.233108917159 | 03国际 |  0.187548421234  |
|                   【北约】北约召开峰会要重拾影响力.txt                  | 03国际 |  03国际  | 03国际 | 0.340728395963 | 03国际 |  0.124079040568  |
|                     【《】【书】广州出台会议规范.txt                    | 04文化 |  01政治  | 03国际 | 0.307836109641 | 01政治 |  0.126429282347  |
|                     【农民】稻田里种出“中国地图”.txt                    | 05社会 |  04文化  | 04文化 | 0.139262917578 | 03国际 |  0.133237940201  |
|                   【足球】加强交流共推足球运动发展.txt                  | 08体育 |  08体育  | 01政治 | 0.538906558195 | 03国际 |  0.150350105305  |
|                    【博物馆】上海博物馆淘宝店开张.txt                   | 04文化 |  04文化  | 04文化 | 0.160625602145 | 01政治 |  0.136639484427  |
|                       【伊朗】单极秩序已难维系.txt                      | 03国际 |  03国际  | 03国际 | 0.350563143703 | 03国际 |  0.135452279569  |
|                 【球迷】送走“神经刀”，迎来“神经病”？.txt                | 08体育 |  08体育  | 01政治 | 0.461303395113 | 03国际 | 0.0935173894326  |
|                   【人大】围绕中心服务大局推进工作.txt                  | 01政治 |  01政治  | 03国际 | 0.459256004357 | 01政治 |  0.111962980606  |
|                   【医患】樊嘉：医患齐心，肝癌不怕.txt                  | 05社会 |  05社会  | 06法治 | 0.195985989795 | 03国际 |  0.135996750478  |
|                      【文化】“丐帮大会”何以奇葩.txt                     | 04文化 |  03国际  | 03国际 | 0.136006716382 | 03国际 |  0.134919269803  |
|                【奥巴马】奥巴马推移民改革政令再掀党争.txt               | 03国际 |  03国际  | 03国际 |  0.2619851296  | 03国际 |  0.142175980846  |
|                      【儿童】恒河惊现约百具浮尸.txt                     | 05社会 |  03国际  | 03国际 | 0.23687344379  | 01政治 |  0.132889200334  |
|                  【举办】【展】周浦镇“小上海”年俗浓.txt                 | 04文化 |  04文化  | 04文化 | 0.201884118614 | 01政治 |  0.145227780415  |
|                   【农民】上海书展“正能量”润物无声.txt                  | 05社会 |  04文化  | 04文化 | 0.233891181881 | 01政治 |  0.134049062913  |
|                     【状告】“红头文件”不能再任性.txt                    | 06法治 |  06法治  | 01政治 | 0.212742788583 | 03国际 |  0.152409023025  |
|                 【犯罪】涉黑案一审，刘汉刘维被判死刑.txt                | 06法治 |  06法治  | 01政治 | 0.256513839795 | 03国际 |  0.122302162877  |
|              【医疗】【医师】孩子一到秋季就腹泻怎么办？.txt             | 05社会 |  05社会  | 06法治 | 0.172106376923 | 01政治 |  0.135321895114  |
|     【企业】中国零售业用人缺口约600万 连锁企业74%岗位需要中职生.txt     | 02经济 |  02经济  | 06法治 | 0.169305733558 | 03国际 |  0.137900795195  |
|                   【拘禁】刘汉刘维等上诉案公开审理.txt                  | 06法治 |  06法治  | 01政治 | 0.421369069656 | 03国际 |  0.112831502693  |
|                 【影视】跟着《大好时光》，慢慢游上海.txt                | 04文化 |  04文化  | 04文化 | 0.159471176138 | 01政治 |  0.13442705725   |
|             [政治]【外交】【李克强】李克强晤斯里兰卡外长.txt            | 01政治 |  01政治  | 03国际 | 0.957619813997 | 03国际 | 0.0183619712388  |
|                 【交响乐团】上交新乐季定位“先锋古典”.txt                | 04文化 |  04文化  | 04文化 | 0.324285143312 | 01政治 |  0.117561924454  |
|                     【文化】《利氏汉法辞典》回家.txt                    | 04文化 |  04文化  | 04文化 | 0.169264929428 | 03国际 |  0.14284614392   |
|                       2019去临港领略“冰雪世界”.txt                      | 02经济 |  08体育  | 01政治 | 0.19992195019  | 04文化 |  0.168213167135  |
|           [政治]【外交】【习近平】中伊宣布建立战略伙伴关系.txt          | 01政治 |  01政治  | 03国际 | 0.609960228977 | 03国际 |  0.110849608737  |
|                   【巴基斯坦】巴军击毙“东伊运”分子.txt                  | 03国际 |  03国际  | 03国际 | 0.472882004754 | 03国际 |  0.106926421713  |
|                       【研发】疫苗研发在沪完成.txt                      | 07科技 |  05社会  | 06法治 | 0.369795035032 | 03国际 |  0.105919918454  |
|               【传感】微工院：在“超越摩尔”领域弯道超车.txt              | 07科技 |  02经济  | 06法治 | 0.184416781605 | 04文化 |  0.126875791708  |
|                       “上马”今年提前到11月开跑.txt                      | 08体育 |  08体育  | 01政治 | 0.303177638302 | 04文化 |  0.121351675362  |
|              【养老】养老机构护理床位 将可纳入医保支付.txt              | 05社会 |  05社会  | 06法治 | 0.231353049969 | 06法治 |  0.135034191978  |
|                    【伊拉克】巴格达“绿区”首次开放.txt                   | 03国际 |  03国际  | 03国际 | 0.453664604499 | 03国际 |  0.121297242091  |
|                    【大师赛】费德勒面临新生代挑战.txt                   | 08体育 |  08体育  | 01政治 | 0.538348709899 | 03国际 | 0.0784173457497  |
|          [政治]【外交】【习近平】习近平20日开始今年首次出访.txt         | 01政治 |  01政治  | 03国际 | 0.673225970618 | 03国际 | 0.0871321704868  |
|                     【冠军】蚊子腿会否绊倒大象？.txt                    | 08体育 |  08体育  | 01政治 | 0.411531603375 | 03国际 |  0.098159810302  |
|           [政治]【外交】【张高丽】张高丽会见俄罗斯客人 (2).txt          | 01政治 |  01政治  | 03国际 | 0.863778368492 | 03国际 | 0.0637819014343  |
|           【上市】【车】长安福特“金牛座”冲击中高级轿车市场.txt          | 02经济 |  02经济  | 06法治 | 0.273255472455 | 06法治 |  0.127082957306  |
|                  【人生】幼儿园毕业典礼莫太过成人化.txt                 | 05社会 |  04文化  | 04文化 | 0.158751784623 | 03国际 |  0.158263514397  |
|                      【刑讯逼供】呼案“配角”18年.txt                     | 06法治 |  06法治  | 01政治 | 0.134644448316 | 01政治 |  0.133680431362  |
|                  【侦查】嫌疑人用打火机点燃“香蕉水”.txt                 | 06法治 |  06法治  | 01政治 | 0.217923147958 | 06法治 |  0.145698752489  |
|                【体育】【网球】【李娜】李娜将约战小威.txt               | 08体育 |  08体育  | 01政治 | 0.86377877657  | 04文化 | 0.0239880808785  |
|                       [国际]【球迷】球票去哪了.txt                      | 08体育 |  08体育  | 01政治 | 0.354116909978 | 03国际 |  0.116670829463  |
|                【罚款】车辆年检窗口 服务能否更便民？.txt                | 06法治 |  06法治  | 01政治 | 0.151855333868 | 06法治 |  0.137168566007  |
|               【文化】“文化育人”彰显当代中职生综合素养.txt              | 04文化 |  04文化  | 04文化 | 0.177308467048 | 01政治 |  0.175043680439  |
|                     【下调】宽带资费10月底前下调.txt                    | 02经济 |  02经济  | 06法治 | 0.251973348585 | 03国际 |  0.128768412465  |
|                        “超级妈妈”与“私有财产”.txt                       | 05社会 |  05社会  | 06法治 | 0.182064183936 | 01政治 |  0.155075993288  |
|                   [政治]【外交】北京APEC 准备好了.txt                   | 01政治 |  01政治  | 03国际 | 0.338884995115 | 03国际 |   0.1817013858   |
|                 【产量】携“防晒基因”番茄抗热不误高产.txt                | 02经济 |  04文化  | 04文化 | 0.148497834908 | 01政治 |  0.13691881064   |
|                          天宫二号明年底发射.txt                         | 07科技 |  01政治  | 03国际 | 0.176992733129 | 06法治 |  0.153027898638  |
|            【叙利亚】IS再炸叙利亚古迹，贝尔神庙被部分损毁.txt           | 03国际 |  03国际  | 03国际 | 0.348919212211 | 03国际 |  0.106978076436  |
|                     【举办】【展】捍卫“国之大轨”.txt                    | 04文化 |  01政治  | 03国际 | 0.169519547612 | 06法治 |  0.137084399767  |
|               【文化】【抗战】抗战珍贵文物明起亮相复旦.txt              | 09军事 |  04文化  | 04文化 | 0.218647344395 | 03国际 |  0.144492099083  |
|                   【人生】“希望她的人生像花儿绽放”.txt                  | 05社会 |  05社会  | 06法治 | 0.14873450227  | 01政治 |  0.140021623978  |
|              【一带一路】【经济】15位委员为申城发展建言.txt             | 02经济 |  01政治  | 03国际 | 0.266861023683 | 04文化 |  0.152167471456  |
|                      【公开赛】外卡究竟应该给谁.txt                     | 08体育 |  08体育  | 01政治 | 0.591790874711 | 04文化 | 0.0770466153586  |
|                  【科创】多策并举推进“科创22条”落地.txt                 | 07科技 |  02经济  | 06法治 | 0.225996208878 | 03国际 |  0.161499613466  |
|                     “凝固的音乐”遇见“流动的建筑”.txt                    | 04文化 |  04文化  | 04文化 | 0.176081205603 | 01政治 |  0.137577355093  |
|            【运动会】全国学生运动会开幕式不请明星不设舞台.txt           | 08体育 |  08体育  | 01政治 | 0.286258854738 | 04文化 |  0.203506221759  |
|            【文化】700年前的水闸遗址，留给上海的文化之谜.txt            | 04文化 |  04文化  | 04文化 | 0.158364218364 | 01政治 |  0.138124759937  |
|                 “地铁禁食”虽未入法社会自我监督需唤起.txt                | 06法治 |  01政治  | 03国际 | 0.168916181092 | 04文化 |  0.166813953365  |
|        【上海大众】3·15曝光大牌争相回应 道歉者少解释原因更少.txt        | 02经济 |  02经济  | 06法治 | 0.183752190141 | 01政治 |  0.137820253983  |
|             [政治]【外交】【中欧】深化与欧洲各地交流合作.txt            | 01政治 |  01政治  | 03国际 | 0.498701481235 | 06法治 |  0.11308684856   |
|                    【《】【书】“他年轻时就那么好”.txt                   | 04文化 |  04文化  | 04文化 | 0.143801938302 | 01政治 |  0.135633054932  |
|                   【法院】挥拳相向只因“敢抢我地盘”.txt                  | 06法治 |  06法治  | 01政治 | 0.230713853753 | 06法治 |  0.127904753203  |
|              【医疗】【预防】【病】多学科协作防治大肠癌.txt             | 05社会 |  05社会  | 06法治 | 0.183978210907 | 03国际 |  0.13244274733   |
|                      【SUV】DS彩虹跑上海站启动.txt                      | 02经济 |  02经济  | 06法治 | 0.213889219595 | 01政治 |  0.168367538406  |
|                    【犯罪】买野生动物吃将面临刑责.txt                   | 06法治 |  06法治  | 01政治 | 0.226032349545 | 03国际 |  0.148339026373  |
|                  【文化】【侵华】本报今推特稿和特刊.txt                 | 09军事 |  03国际  | 03国际 | 0.206623636962 | 04文化 |  0.165531593062  |
|               【运动会】明信片与系列《课外》纪录片首发.txt              | 08体育 |  04文化  | 04文化 | 0.250057952435 | 01政治 |  0.23388867758   |
|                 【举办】【展】市中心崛起新锐设计力量.txt                | 04文化 |  02经济  | 06法治 | 0.172090395495 | 04文化 |  0.165350670544  |
|                      【伦敦】伦敦机场瘫痪一小时.txt                     | 03国际 |  03国际  | 03国际 | 0.202253521521 | 03国际 |  0.141008935596  |
|                    【球队】中国年味儿飘到五大联赛.txt                   | 08体育 |  08体育  | 01政治 | 0.43354086853  | 03国际 |  0.094508191961  |
|              【举办】【讲座】抗战是上海城市精神的催化剂.txt             | 04文化 |  04文化  | 04文化 | 0.289429260223 | 03国际 |  0.151741474532  |
|                 【探测器】创新，就是要集中精力打靶心.txt                | 07科技 |  02经济  | 06法治 | 0.179733606525 | 06法治 |  0.141843405601  |
|                【剧团】这个冬天，“马天明”终于“休息”了.txt               | 04文化 |  04文化  | 04文化 | 0.158405507599 | 03国际 |  0.135633112949  |
|           【上市】【车】最新C-NCAP结果公布 五星达成率100%.txt           | 02经济 |  02经济  | 06法治 | 0.294807076805 | 06法治 |  0.115352990321  |
|                【85后】打动投资客的是兴趣、天赋和韧性.txt               | 05社会 |  05社会  | 06法治 | 0.138112703812 | 04文化 |  0.135848503104  |
|                      【足球】为了更广阔的99.5%.txt                      | 08体育 |  08体育  | 01政治 | 0.559322716873 | 04文化 |  0.06941986271   |
|              【医生】【科技】机器人做手术，比医生更牛？.txt             | 05社会 |  05社会  | 06法治 | 0.199422616091 | 03国际 |  0.151105111165  |
|                    【嫌疑人】武警迅速制服持刀歹徒.txt                   | 06法治 |  06法治  | 01政治 | 0.191699744216 | 01政治 |  0.13754968552   |
|                        【金牌】中国首日夺两金.txt                       | 08体育 |  08体育  | 01政治 | 0.343713751221 | 03国际 |  0.123962468339  |
|                    【人大】就群众关心热点难点建言.txt                   | 01政治 |  01政治  | 03国际 | 0.306998168678 | 01政治 |  0.128147162113  |
|                  【军事】【烈士】纪念仪式的他国表达.txt                 | 09军事 |  03国际  | 03国际 | 0.212308922736 | 03国际 |  0.150013009072  |
|                【交响乐团】上交在乌鲁木齐“掀起盖头来”.txt               | 04文化 |  04文化  | 04文化 | 0.246851489823 | 03国际 |  0.121175230547  |
|                    【养老】上海进入深度老龄化阶段.txt                   | 05社会 |  05社会  | 06法治 | 0.18038249944  | 04文化 |  0.175493825009  |
|              【事故】龙之梦电梯“咬人” 疑因保洁违规清洗.txt              | 05社会 |  05社会  | 06法治 | 0.173605814311 | 01政治 |  0.139009534495  |
|                       “白马”穿越时空重返提篮桥.txt                      | 05社会 |  04文化  | 04文化 | 0.185668044819 | 03国际 |  0.147924614961  |
|           【伊拉克】维护国际和平与安全 倡议举行公开辩论会.txt           | 03国际 |  01政治  | 03国际 | 0.32350784292  | 03国际 |  0.251229122797  |
|                   【犯罪】广西宁夏5名厅级干部立案.txt                   | 06法治 |  06法治  | 01政治 | 0.749739624788 | 03国际 | 0.0645133008639  |
|                  【日本】日本中部强震 至少57人受伤.txt                  | 03国际 |  03国际  | 03国际 | 0.373171536601 | 03国际 |  0.114938288766  |
|            【上市】【车】“跳水”之后，车市进入“低价”时代？.txt           | 02经济 |  02经济  | 06法治 | 0.298172137694 | 01政治 |  0.115607588545  |
|               【医疗】【医师】给高龄妈妈的“二宝备忘录”.txt              | 05社会 |  05社会  | 06法治 | 0.164382650698 | 03国际 |  0.134287957509  |
|             [政治]【外交】【习近平】习近平将出席APEC峰会.txt            | 01政治 |  01政治  | 03国际 | 0.466237674963 | 03国际 |  0.174311634646  |
|                【80后】生活中的人和事 舞台上的笑与乐.txt                | 05社会 |  04文化  | 04文化 | 0.198512812934 | 01政治 |  0.150518332483  |
|                     【德国】德是受害者还是帮凶？.txt                    | 03国际 |  03国际  | 03国际 | 0.544892795075 | 03国际 |  0.137805210077  |
|                    【体育】上海大学生足球联赛开幕.txt                   | 08体育 |  08体育  | 01政治 | 0.799041984873 | 04文化 | 0.0537910017717  |
|                【阅兵】红场阅兵纪念卫国战争胜利70周年.txt               | 09军事 |  01政治  | 03国际 | 0.230193198691 | 03国际 |  0.224130694165  |
|                          K5混合动力升级登场.txt                         | 02经济 |  02经济  | 06法治 | 0.376990159569 | 06法治 | 0.0955520603765  |
|             【国际】【美国】欧佩克保量压价能否阻击页岩油.txt            | 03国际 |  03国际  | 03国际 | 0.198100265423 | 03国际 |  0.137955386832  |
|                     【产值】我国PX产能居世界第一.txt                    | 02经济 |  08体育  | 01政治 | 0.15966081407  | 04文化 |  0.154865198297  |
|                    【出租车】没系“安全带”已跑远？.txt                   | 05社会 |  05社会  | 06法治 | 0.252798750632 | 06法治 |  0.151745438545  |
|         [政治]【外交】【习近平】习主席拉美行全面升级中拉合作.txt        | 01政治 |  01政治  | 03国际 | 0.517086484578 | 03国际 |  0.102810581194  |
|          【犯罪】盗酒鬼酒账户亿元存款 两犯罪嫌疑人在皖落网.txt          | 06法治 |  06法治  | 01政治 | 0.288201404986 | 03国际 |  0.132936863573  |
|              【犯罪】群众举报暴恐犯罪  重金奖励及时兑现.txt             | 06法治 |  06法治  | 01政治 | 0.218038220754 | 03国际 |  0.196036618009  |
|                  【上交所】“沪港通”6个月内正式推出.txt                  | 02经济 |  02经济  | 06法治 | 0.186422576764 | 03国际 |  0.128679632564  |
|                     【医疗】“活力张江”惊艳上交会.txt                    | 05社会 |  02经济  | 06法治 | 0.15659902776  | 06法治 |  0.150222256162  |
|                【反贪】高压反贪腐  “老虎”“苍蝇”打到底.txt               | 06法治 |  06法治  | 01政治 | 0.249615746025 | 03国际 |  0.144953632696  |
|                  【世界杯】时差，世界杯最大的敌人！.txt                 | 08体育 |  08体育  | 01政治 | 0.459539208989 | 03国际 | 0.0990509349299  |
|               【军事】【人物】国内最后一名飞虎队员病逝.txt              | 09军事 |  03国际  | 03国际 | 0.240333808039 | 03国际 |  0.162284633549  |
|                      【入狱】朝称美公民蓄意入狱.txt                     | 06法治 |  03国际  | 03国际 | 0.361147752905 | 03国际 |  0.125454769146  |
|                   【涉嫌】收2.8万抚养费将女儿送养.txt                   | 06法治 |  06法治  | 01政治 | 0.267766345088 | 06法治 |  0.123825832081  |
|              【叙利亚】“领土”缩水战线收缩，IS风光不再？.txt             | 03国际 |  03国际  | 03国际 | 0.304787555039 | 03国际 |  0.115247715579  |
|                  【85后】流水线上，也能做创新的主人.txt                 | 05社会 |  02经济  | 06法治 | 0.155353798302 | 04文化 |  0.142642881575  |
|                   【上市】【车】低头族的失败与伟大.txt                  | 02经济 |  03国际  | 03国际 | 0.136233393997 | 01政治 |  0.132582075867  |
|                      【涉嫌】雅安原市委书记被捕.txt                     | 06法治 |  06法治  | 01政治 | 0.460567136739 | 03国际 |   0.1182548339   |
|                    【叙利亚】叙承诺百日内移除化武.txt                   | 03国际 |  03国际  | 03国际 | 0.328169638178 | 03国际 |  0.118149293743  |
|                     【受贿】氯碱化工两前高管受审.txt                    | 06法治 |  06法治  | 01政治 | 0.229809611251 | 06法治 |  0.14086747928   |
|                         【拘留】埃博拉EBOLA.txt                         | 06法治 |  03国际  | 03国际 | 0.221997776475 | 03国际 |  0.143689145251  |
|                     “静悄悄”招投标“不知情”保公平.txt                    | 05社会 |  02经济  | 06法治 | 0.15796946747  | 01政治 |  0.154787820756  |
|                    【足球】2015上海市民足球节开幕.txt                   | 08体育 |  08体育  | 01政治 | 0.82715852035  | 04文化 | 0.0830414141482  |
|                     【影视】文献展还原哈定工作室.txt                    | 04文化 |  04文化  | 04文化 | 0.338818148278 | 01政治 |  0.138803729294  |
|             [政治]【外交】【俞正声】俞正声晤古巴武装部长.txt            | 01政治 |  01政治  | 03国际 | 0.816850406219 | 03国际 | 0.0585600690048  |
|          【人大】市人大常委会征集年度 监督工作议题建议公告.txt          | 01政治 |  01政治  | 03国际 | 0.298033355481 | 04文化 |  0.14182103115   |
|                        “老师新年快乐！我想你”.txt                       | 05社会 |  08体育  | 01政治 | 0.159902332307 | 06法治 |  0.141787889179  |
|                【博物馆】皿天全方罍身首合一“完罍归湘”.txt               | 04文化 |  04文化  | 04文化 | 0.161475738191 | 03国际 |  0.132176809455  |
|                    【90后】逾半“90后”有意在校创业.txt                   | 05社会 |  05社会  | 06法治 | 0.159073746081 | 06法治 |  0.143098306583  |
|               【考察】【科学】科研“全球化”如何看待得失.txt              | 07科技 |  01政治  | 03国际 | 0.161553934944 | 06法治 |  0.145785565216  |
|                  【事故】日夜“监护”海上油气平台安全.txt                 | 05社会 |  02经济  | 06法治 | 0.175301384385 | 06法治 |  0.135012897815  |
|               【医疗】【预防】【病】全科医生，真的蛮全.txt              | 05社会 |  05社会  | 06法治 | 0.193377682595 | 03国际 |  0.12747518962   |
|           【CPI】【增长】【经济】化解风险，成败关键在改革.txt           | 02经济 |  02经济  | 06法治 | 0.156803558299 | 03国际 |  0.149065979715  |
|                   【份额】世联行发布2014年年度报告.txt                  | 02经济 |  02经济  | 06法治 | 0.206152256175 | 04文化 |  0.138813313305  |
|                 【上市】【车】大众全新Sportsvan上市.txt                 | 02经济 |  02经济  | 06法治 | 0.512723188059 | 06法治 | 0.0824889222433  |
|             【法治】沉迷网游 休学离家 流浪十年 涉盗被擒.txt             | 06法治 |  06法治  | 01政治 | 0.155978318443 | 04文化 |  0.139434681387  |
|                 【《】【艺术】邂逅匈牙利最伟大的画家.txt                | 04文化 |  04文化  | 04文化 | 0.214318532572 | 03国际 |  0.127566998178  |
|                      【90后】草根创业民企受热捧.txt                     | 05社会 |  04文化  | 04文化 | 0.158608383255 | 01政治 |  0.149259621938  |
|           【受贿】编造工程签订虚假合同 套取公款索贿280万元.txt          | 06法治 |  06法治  | 01政治 | 0.243076354665 | 06法治 |  0.125476184308  |
|                     “阶梯水价”不能变成“阶梯涨价”.txt                    | 02经济 |  05社会  | 06法治 | 0.161970812499 | 06法治 |  0.143070257065  |
|                     【火箭】长征火箭第200次发射.txt                     | 07科技 |  02经济  | 06法治 | 0.135254908671 | 04文化 |  0.133645407035  |
|              [政治]【外交】中方期待G20制定全面增长战略.txt              | 01政治 |  01政治  | 03国际 | 0.487536182733 | 03国际 |  0.116766075854  |
|               【PM2.5】PM2.5年均浓度降20%，“难度不低”.txt               | 05社会 |  05社会  | 06法治 | 0.150044235145 | 03国际 |  0.146577734538  |
|                      【中医】肾结石究竟该怎么除.txt                     | 05社会 |  05社会  | 06法治 | 0.166088355502 | 03国际 |  0.134675359163  |
|               【军】【舰】美舰闯南海，我军予以监视警告.txt              | 09军事 |  01政治  | 03国际 | 0.22427073935  | 03国际 |  0.187195974809  |
|                   【亿元】复星2.1亿元参股“食之秘”.txt                   | 02经济 |  02经济  | 06法治 | 0.201141785179 | 01政治 |  0.136567054602  |
|                   【农民】浦东加速农村承包土地流转.txt                  | 05社会 |  05社会  | 06法治 | 0.224346412882 | 06法治 |  0.150079711996  |
|                         “演讲风波”曝美以裂痕.txt                        | 03国际 |  03国际  | 03国际 | 0.424854842003 | 03国际 |  0.129146670618  |
|             【举办】【活动】上海大众深入推广儿童出行安全.txt            | 04文化 |  05社会  | 06法治 | 0.258330285815 | 06法治 |  0.159811139788  |
|                          发展核电和清洁能源.txt                         | 07科技 |  01政治  | 03国际 | 0.624955823074 | 03国际 | 0.0781166687863  |
|                             【展览】展览.txt                            | 04文化 |  04文化  | 04文化 | 0.396301171598 | 01政治 |  0.121887003225  |
|                      优秀球员不是“树上长出来”的.txt                     | 08体育 |  08体育  | 01政治 | 0.488095961496 | 06法治 | 0.0839216559558  |
